,Sentence,Intent
4233,Где продается килокалория,buy_or_order_goods
4234,Где продается калорийность,buy_or_order_goods
4235,Где продается ккал,buy_or_order_goods
4236,Где продается абрикос,buy_or_order_goods
4237,Где продается абрикос сушеный,buy_or_order_goods
4238,Где продается курага,buy_or_order_goods
4239,Где продается урюк,buy_or_order_goods
4240,Где продается авокадо,buy_or_order_goods
4241,Где продается айва,buy_or_order_goods
4242,Где продается айвовый сок,buy_or_order_goods
4243,Где продается магнит,buy_or_order_goods
4244,Где продается дикси,buy_or_order_goods
4245,Где продается вкусвилл,buy_or_order_goods
4246,Где продается ашан,buy_or_order_goods
4247,Где продается пятерочка,buy_or_order_goods
4248,Где продается тц капитолий,buy_or_order_goods
4249,Где продается гипермаркет,buy_or_order_goods
4250,Где продается магазин,buy_or_order_goods
4251,Где продается еда,buy_or_order_goods
4252,Где продается павлович,buy_or_order_goods
4253,Где продается мираторга,buy_or_order_goods
4254,Где продается атака,buy_or_order_goods
4255,Где продается алыча,buy_or_order_goods
4256,Где продается ананас,buy_or_order_goods
4257,Где продается ананасовый сок,buy_or_order_goods
4258,Где продается апельсин,buy_or_order_goods
4259,Где продается апельсиновый сок,buy_or_order_goods
4260,Где продается арахис,buy_or_order_goods
4261,Где продается арбуз,buy_or_order_goods
4262,Где продается ацидофилин,buy_or_order_goods
4263,Где продается баклажан,buy_or_order_goods
4264,Где продается балык осетровый,buy_or_order_goods
4265,Где продается банан,buy_or_order_goods
4266,Где продается сушеный,buy_or_order_goods
4267,Где продается баранина,buy_or_order_goods
4268,Где продается баранка,buy_or_order_goods
4269,Где продается сдоба,buy_or_order_goods
4270,Где продается сдобный,buy_or_order_goods
4271,Где продается бастурма,buy_or_order_goods
4272,Где продается батон нарезной,buy_or_order_goods
4273,Где продается батон,buy_or_order_goods
4274,Где продается батончик с отруби,buy_or_order_goods
4275,Где продается батончик,buy_or_order_goods
4276,Где продается белуга,buy_or_order_goods
4277,Где продается белый гриб,buy_or_order_goods
4278,Где продается белый гриб сушеный,buy_or_order_goods
4279,Где продается белый хлеб,buy_or_order_goods
4280,Где продается беляш,buy_or_order_goods
4281,Где продается бефстроганов,buy_or_order_goods
4282,Где продается биточек,buy_or_order_goods
4283,Где продается бифштекс,buy_or_order_goods
4284,Где продается блин,buy_or_order_goods
4285,Где продается блинчик,buy_or_order_goods
4286,Где продается блинчик с творог и сметана,buy_or_order_goods
4287,Где продается боб,buy_or_order_goods
4288,Где продается бренди,buy_or_order_goods
4289,Где продается брусника,buy_or_order_goods
4290,Где продается брынза,buy_or_order_goods
4291,Где продается брюква,buy_or_order_goods
4292,Где продается бублик,buy_or_order_goods
4293,Где продается булка,buy_or_order_goods
4294,Где продается булочка,buy_or_order_goods
4295,Где продается ванилин,buy_or_order_goods
4296,Где продается ванильный сахар,buy_or_order_goods
4297,Где продается варение из айва,buy_or_order_goods
4298,Где продается варение из груша,buy_or_order_goods
4299,Где продается варение из клубника,buy_or_order_goods
4300,Где продается варение из малина,buy_or_order_goods
4301,Где продается варение из мандарин,buy_or_order_goods
4302,Где продается варение из персик,buy_or_order_goods
4303,Где продается варение из слива,buy_or_order_goods
4304,Где продается варение из черноплодный рябина,buy_or_order_goods
4305,Где продается варение из яблоко,buy_or_order_goods
4306,Где продается варение малиновый,buy_or_order_goods
4307,Где продается варение,buy_or_order_goods
4308,Где продается ватрушка,buy_or_order_goods
4309,Где продается вафля,buy_or_order_goods
4310,Где продается вермут,buy_or_order_goods
4311,Где продается алкоголь,buy_or_order_goods
4312,Где продается ветчина,buy_or_order_goods
4313,Где продается говядина,buy_or_order_goods
4314,Где продается вино,buy_or_order_goods
4315,Где продается винегрет,buy_or_order_goods
4316,Где продается виноград,buy_or_order_goods
4317,Где продается виноградный сок,buy_or_order_goods
